capa,polo,polo_nombre,pieza,que,orden,calle,clave_callejero,largo_m,altura_desde,altura_hasta,tramos_unidos
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,10,"NEWBERY, JORGE AV.",NEWBERY JORGE AV,36.0,4302-4400 / 4301-4399,4302-4400 / 4301-4399,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,11,CALLE 17 - CEMENTERIO CHACARITA,CALLE 17 CEMENTERIO CHACARITA,116.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,12,DIAGONAL 113 - CEMENTERIO CHACARITA,DIAGONAL 113 CEMENTERIO CHACARITA,32.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,13,CALLE 17 - CEMENTERIO CHACARITA,CALLE 17 CEMENTERIO CHACARITA,108.0,s/n / s/n,s/n / s/n,2
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,14,DIAGONAL 115 - CEMENTERIO CHACARITA,DIAGONAL 115 CEMENTERIO CHACARITA,44.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,15,CALLE PRINCIPAL 26 - CEMENTERIO CHACARITA,CALLE PRINCIPAL 26 CEMENTERIO CHACARITA,36.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,16,CALLE 1 - CEMENTERIO CHACARITA,CALLE 1 CEMENTERIO CHACARITA,52.0,s/n / s/n,s/n / s/n,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,17,GUZMAN AV.,GUZMAN AV,108.0,702-820 / s/n,s/n / 701-819,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,18,MERCEDES SOSA,MERCEDES SOSA,112.0,2302-2350 / 2301-2349,2302-2350 / 2301-2349,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,19,"LACROZE, FEDERICO AV.",LACROZE FEDERICO AV,52.0,4102-4150 / 4101-4149,4102-4150 / 4101-4149,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,20,OLLEROS,OLLEROS,104.0,4002-4200 / 4001-4199,4002-4200 / 4001-4199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,21,FOREST AV.,FOREST AV,236.0,402-500 / 401-499,302-400 / 301-399,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,22,"NEWBERY, JORGE AV.",NEWBERY JORGE AV,52.0,3902-4000 / 3901-3999,3902-4000 / 3901-3999,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,23,"DUMONT, SANTOS",DUMONT SANTOS,56.0,3902-4000 / 3901-3999,3902-4000 / 3901-3999,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,24,"LEMOS, JUAN GREGORIO, GRAL.",LEMOS JUAN GREGORIO GRAL,104.0,202-300 / 201-299,202-300 / 201-299,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,25,"ARENAL, CONCEPCION",ARENAL CONCEPCION,36.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,26,"LEMOS, JUAN GREGORIO, GRAL.",LEMOS JUAN GREGORIO GRAL,44.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,27,LEIVA,LEIVA,32.0,4002-4200 / 4001-4199,4002-4200 / 4001-4199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,28,"LEMOS, JUAN GREGORIO, GRAL.",LEMOS JUAN GREGORIO GRAL,80.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,29,GUEVARA,GUEVARA,36.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,30,"ARENAL, CONCEPCION",ARENAL CONCEPCION,72.0,3902-4000 / 3901-3999,3902-4000 / 3901-3999,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,31,GUEVARA,GUEVARA,36.0,202-300 / 201-299,202-300 / 201-299,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,32,"DUMONT, SANTOS",DUMONT SANTOS,72.0,3902-4000 / 3901-3999,3902-4000 / 3901-3999,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,33,GUEVARA,GUEVARA,36.0,302-400 / 301-399,302-400 / 301-399,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,34,"NEWBERY, JORGE AV.",NEWBERY JORGE AV,68.0,3902-4000 / 3901-3999,3902-4000 / 3901-3999,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,35,GUEVARA,GUEVARA,100.0,402-500 / 401-499,402-500 / 401-499,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,36,MAURE,MAURE,52.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,37,GUEVARA,GUEVARA,64.0,502-600 / 501-599,502-600 / 501-599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,38,FOREST AV.,FOREST AV,84.0,502-554 / 501-547,556-600 / 549-599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,39,"LACROZE, FEDERICO AV.",LACROZE FEDERICO AV,48.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,40,TRIUNVIRATO AV.,TRIUNVIRATO AV,92.0,2302-2350 / 2301-2349,2302-2350 / 2301-2349,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,41,"GARCIA, TEODORO",GARCIA TEODORO,44.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,42,TRIUNVIRATO AV.,TRIUNVIRATO AV,168.0,2352-2450 / 2351-2449,2452-2550 / 2451-2549,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,43,GUEVARA,GUEVARA,40.0,902-1000 / 901-999,902-1000 / 901-999,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,44,CESPEDES,CESPEDES,36.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,45,ZABALA,ZABALA,40.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,46,MUJERES DE FRAGA,MUJERES DE FRAGA,36.0,4102-4200 / 4101-4199,4102-4200 / 4101-4199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,47,ELCANO AV.,ELCANO AV,32.0,4102-4200 / 4101-4199,4102-4200 / 4101-4199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,48,GUEVARA,GUEVARA,64.0,1202-1300 / 1201-1299,1202-1300 / 1201-1299,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,49,14 DE JULIO,14 DE JULIO,92.0,802-900 / 801-899,802-900 / 801-899,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,50,FRAGA,FRAGA,40.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,51,14 DE JULIO,14 DE JULIO,76.0,902-1000 / 901-999,902-1000 / 901-999,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,52,ROSETI,ROSETI,56.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,53,14 DE JULIO,14 DE JULIO,64.0,1002-1100 / 1001-1099,1002-1100 / 1001-1099,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,54,CHARLONE,CHARLONE,36.0,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,55,14 DE JULIO,14 DE JULIO,64.0,1102-1200 / 1101-1199,1102-1200 / 1101-1199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,56,GIRIBONE,GIRIBONE,68.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,57,ELCANO AV.,ELCANO AV,36.0,3602-3700 / 3601-3699,3602-3700 / 3601-3699,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,58,FOREST AV.,FOREST AV,124.0,1102-1200 / 1101-1199,1102-1200 / 1101-1199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,59,"LORETO, VIRREY",LORETO VIRREY,56.0,3602-3700 / 3601-3699,3602-3700 / 3601-3699,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,60,ZABALA,ZABALA,80.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,61,"PEREZ, GREGORIA",PEREZ GREGORIA,92.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,62,CESPEDES,CESPEDES,88.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,63,GIRIBONE,GIRIBONE,36.0,802-900 / 801-899,802-900 / 801-899,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,64,PALPA,PALPA,108.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,65,"GARCIA, TEODORO",GARCIA TEODORO,104.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,66,"LACROZE, FEDERICO AV.",LACROZE FEDERICO AV,100.0,3502-3600 / 3501-3599,3502-3600 / 3501-3599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,67,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV,68.0,502-600 / 501-599,502-600 / 501-599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,68,OLLEROS,OLLEROS,52.0,3402-3500 / 3401-3499,3402-3500 / 3401-3499,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,69,DELGADO,DELGADO,32.0,402-500 / 401-499,402-500 / 401-499,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,70,OLLEROS,OLLEROS,76.0,3302-3400 / 3301-3399,3302-3400 / 3301-3399,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,71,"MARTINEZ, ENRIQUE, GRAL.",MARTINEZ ENRIQUE GRAL,228.0,402-500 / 401-499,602-700 / 601-699,3
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,72,"GARCIA, TEODORO",GARCIA TEODORO,84.0,3302-3400 / 3301-3399,3302-3400 / 3301-3399,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,73,DELGADO,DELGADO,68.0,702-800 / 701-799,702-800 / 701-799,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,74,PALPA,PALPA,712.0,3302-3400 / 3301-3399,2802-2900 / 2801-2899,4
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,75,MOLDES,MOLDES,32.0,702-800 / 701-799,702-800 / 701-799,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,76,PALPA,PALPA,168.0,2602-2700 / 2601-2699,2502-2600 / 2501-2599,2
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,77,CIUDAD DE LA PAZ,CIUDAD DE LA PAZ,76.0,802-900 / 801-899,802-900 / 801-899,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,78,"GARCIA, TEODORO",GARCIA TEODORO,80.0,2502-2600 / 2501-2599,2502-2600 / 2501-2599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,79,"LACROZE, FEDERICO AV.",LACROZE FEDERICO AV,84.0,2502-2600 / 2501-2599,2502-2600 / 2501-2599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,80,CIUDAD DE LA PAZ,CIUDAD DE LA PAZ,308.0,602-700 / 601-699,502-600 / 501-599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,81,AMENABAR,AMENABAR,48.0,402-600 / 401-599,402-600 / 401-599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,82,CIUDAD DE LA PAZ,CIUDAD DE LA PAZ,72.0,502-600 / 501-599,502-600 / 501-599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,83,MAURE,MAURE,56.0,2502-2600 / 2501-2599,2502-2600 / 2501-2599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,84,ZAPATA,ZAPATA,44.0,502-532 / 501-529,502-532 / 501-529,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,85,MAURE,MAURE,84.0,2402-2500 / 2401-2499,2402-2500 / 2401-2499,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,86,CABILDO AV.,CABILDO AV,40.0,502-560 / 501-559,502-560 / 501-559,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,87,MAURE,MAURE,116.0,2302-2400 / 2301-2399,2302-2400 / 2301-2399,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,88,3 DE FEBRERO,3 DE FEBRERO,76.0,702-800 / 701-799,702-800 / 701-799,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,89,CABILDO AV.,CABILDO AV,64.0,202-300 / 201-299,202-300 / 201-299,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,90,"MATIENZO, BENJAMIN, TENIENTE",MATIENZO BENJAMIN TENIENTE,92.0,2402-2500 / 2401-2499,2402-2500 / 2401-2499,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,91,ZAPATA,ZAPATA,60.0,202-300 / 201-299,202-300 / 201-299,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,92,"MATIENZO, BENJAMIN, TENIENTE",MATIENZO BENJAMIN TENIENTE,44.0,2502-2600 / 2501-2599,2502-2600 / 2501-2599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,93,CIUDAD DE LA PAZ,CIUDAD DE LA PAZ,56.0,202-300 / 201-299,202-300 / 201-299,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,94,"MATIENZO, BENJAMIN, TENIENTE",MATIENZO BENJAMIN TENIENTE,52.0,2602-2700 / 2601-2699,2602-2700 / 2601-2699,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,95,AMENABAR,AMENABAR,76.0,222-300 / 221-299,222-300 / 221-299,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,96,CRAMER,CRAMER,76.0,202-300 / 201-299,202-300 / 201-299,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,97,"MATIENZO, BENJAMIN, TENIENTE",MATIENZO BENJAMIN TENIENTE,52.0,2802-2900 / 2801-2899,2802-2900 / 2801-2899,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,98,CONESA,CONESA,56.0,102-300 / 101-299,102-300 / 101-299,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,99,"MATIENZO, BENJAMIN, TENIENTE",MATIENZO BENJAMIN TENIENTE,68.0,2902-3000 / 2901-2999,2902-3000 / 2901-2999,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,100,ZAPIOLA,ZAPIOLA,64.0,102-300 / 101-299,102-300 / 101-299,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,101,"MATIENZO, BENJAMIN, TENIENTE",MATIENZO BENJAMIN TENIENTE,64.0,3002-3100 / 3001-3099,3002-3100 / 3001-3099,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,102,"FREIRE, RAMON, CAP. GRAL.",FREIRE RAMON CAP GRAL,136.0,102-300 / 101-299,102-300 / 101-299,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,103,CONDE,CONDE,88.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,104,"MARTINEZ, ENRIQUE, GRAL.",MARTINEZ ENRIQUE GRAL,60.0,182-200 / 181-199,182-200 / 181-199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,105,"DUMONT, SANTOS",DUMONT SANTOS,112.0,3302-3400 / 3301-3399,3302-3400 / 3301-3399,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,106,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV,32.0,102-200 / 101-199,102-200 / 101-199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,107,"DUMONT, SANTOS",DUMONT SANTOS,96.0,3402-3500 / 3401-3499,3402-3500 / 3401-3499,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,108,CORDOBA AV.,CORDOBA AV,56.0,6202-6300 / 6201-6299,6202-6300 / 6201-6299,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,109,"DUMONT, SANTOS",DUMONT SANTOS,60.0,3402-3500 / 3401-3499,3402-3500 / 3401-3499,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,110,CORDOBA AV.,CORDOBA AV,68.0,6102-6200 / 6101-6199,6102-6200 / 6101-6199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,111,"ARENAL, CONCEPCION",ARENAL CONCEPCION,248.0,3402-3500 / 3401-3499,3302-3400 / 3301-3399,2
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,112,"MARTINEZ, ENRIQUE, GRAL.",MARTINEZ ENRIQUE GRAL,108.0,2-100 / 1-99,2-100 / 1-99,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,113,DORREGO,DORREGO,56.0,1680-1700 / 1661-1699,1680-1700 / 1661-1699,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,114,"CABRERA, JOSE A.",CABRERA JOSE A,68.0,6002-6100 / 6001-6099,6002-6100 / 6001-6099,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,115,AREVALO,AREVALO,120.0,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,116,"VEGA, NICETO, CNEL. AV.",VEGA NICETO CNEL AV,96.0,5902-6000 / 5901-5999,5902-6000 / 5901-5999,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,117,"RAVIGNANI, EMILIO, DR.",RAVIGNANI EMILIO DR,96.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,118,CORDOBA AV.,CORDOBA AV,36.0,5802-5900 / 5801-5899,5802-5900 / 5801-5899,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,119,"RAVIGNANI, EMILIO, DR.",RAVIGNANI EMILIO DR,52.0,1202-1300 / 1201-1299,1202-1300 / 1201-1299,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,120,CASTILLO,CASTILLO,80.0,1602-1700 / 1601-1699,1602-1700 / 1601-1699,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,121,"CARRANZA, ANGEL JUSTINIANO",CARRANZA ANGEL JUSTINIANO,76.0,1102-1200 / 1101-1199,1102-1200 / 1101-1199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,122,LOYOLA,LOYOLA,84.0,1502-1600 / 1501-1599,1502-1600 / 1501-1599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,123,AGUIRRE,AGUIRRE,76.0,1502-1600 / 1501-1599,1502-1600 / 1501-1599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,124,BONPLAND,BONPLAND,80.0,902-1000 / 901-999,902-1000 / 901-999,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,125,"RAMIREZ DE VELASCO, JUAN",RAMIREZ DE VELASCO JUAN,96.0,1402-1500 / 1401-1499,1402-1500 / 1401-1499,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,126,FITZ ROY,FITZ ROY,164.0,802-900 / 801-899,702-800 / 701-799,2
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,127,VILLARROEL,VILLARROEL,44.0,1372-1400 / 1371-1399,s/n / s/n,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,128,CORRIENTES AV.,CORRIENTES AV,168.0,6002-6200 / 6001-6199,6002-6200 / 6001-6199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,129,HUMBOLDT,HUMBOLDT,132.0,402-500 / 401-499,202-300 / 201-299,3
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,130,MUÑECAS,MUNECAS,104.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,131,MARTINEZ ROSAS,MARTINEZ ROSAS,100.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,132,HUAURA,HUAURA,52.0,1302-1380 / 1301-1379,1302-1380 / 1301-1379,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,133,FITZ ROY,FITZ ROY,48.0,2-100 / 1-99,2-100 / 1-99,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,134,CASAFOUST,CASAFOUST,40.0,502-600 / 501-599,502-600 / 501-599,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,135,ROJAS,ROJAS,64.0,2102-2200 / 2101-2199,2102-2200 / 2101-2199,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,136,CASAFOUST,CASAFOUST,80.0,602-660 / 601-659,662-700 / 661-699,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,137,"RODRIGUEZ, MANUEL A., GENERAL",RODRIGUEZ MANUEL A GENERAL,148.0,2202-2300 / 2201-2299,2302-2400 / 2301-2399,2
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,138,WARNES AV.,WARNES AV,40.0,1468-1520 / 1451-1499,1468-1520 / 1451-1499,1
el borde publicado hoy,R19,Federico Lacroze,1,contorno exterior,139,"ARENAL, CONCEPCION",ARENAL CONCEPCION,216.0,4802-4900 / 4801-4899,s/n / s/n,2
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,1,AGUILAR,AGUILAR,212.0,2102-2200 / 2101-2199,2002-2100 / 2001-2099,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,2,ARRIBEÑOS,ARRIBENOS,140.0,1202-1400 / 1201-1399,1202-1400 / 1201-1399,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,3,VILLANUEVA,VILLANUEVA,112.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,4,ZABALA,ZABALA,32.0,1702-1800 / 1701-1799,1702-1800 / 1701-1799,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,5,"CAMPOS, LUIS M. AV.",CAMPOS LUIS M AV,64.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,6,ZABALA,ZABALA,44.0,1602-1700 / 1601-1699,1602-1700 / 1601-1699,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,7,SOLDADO DE LA INDEPENDENCIA,SOLDADO DE LA INDEPENDENCIA,48.0,1302-1400 / 1301-1399,1302-1400 / 1301-1399,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,8,ZABALA,ZABALA,32.0,1502-1600 / 1501-1599,1502-1600 / 1501-1599,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,9,DEL LIBERTADOR AV.,DEL LIBERTADOR AV,160.0,5242-5300 / s/n,s/n / s/n,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,10,"ALSINA, VALENTIN AV.",ALSINA VALENTIN AV,372.0,1232-1500 / 1231-1499,1502-1600 / 1501-1599,2
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,11,OLLEROS AV.,OLLEROS AV,104.0,1522-1570 / 1521-1569,1522-1570 / 1521-1569,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,12,DEL LIBERTADOR AV.,DEL LIBERTADOR AV,112.0,4902-5000 / 4901-4999,4902-5000 / 4901-4999,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,13,MIGUELETES,MIGUELETES,100.0,1002-1100 / 1001-1099,1002-1100 / 1001-1099,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,14,OLLEROS AV.,OLLEROS AV,244.0,1702-1800 / s/n,1802-1900 / s/n,2
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,15,OLLEROS,OLLEROS,124.0,1902-2000 / 1901-1999,1902-2000 / 1901-1999,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,16,VILLANUEVA,VILLANUEVA,92.0,1002-1100 / 1001-1099,1002-1100 / 1001-1099,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,17,GOROSTIAGA,GOROSTIAGA,168.0,2002-2100 / 2001-2099,2102-2200 / 2101-2199,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,18,11 DE SEPTIEMBRE DE 1888,11 DE SEPTIEMBRE DE 1888,48.0,802-900 / 801-899,802-900 / 801-899,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,19,3 DE FEBRERO,3 DE FEBRERO,56.0,802-900 / 801-899,802-900 / 801-899,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,20,GOROSTIAGA,GOROSTIAGA,136.0,2302-2400 / 2301-2399,2302-2400 / 2301-2399,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,21,3 DE FEBRERO,3 DE FEBRERO,80.0,902-1000 / 901-999,902-1000 / 901-999,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,22,OLLEROS,OLLEROS,64.0,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,23,"LACROZE, FEDERICO AV.",LACROZE FEDERICO AV,88.0,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,24,"GARCIA, TEODORO",GARCIA TEODORO,60.0,2202-2300 / 2201-2299,2202-2300 / 2201-2299,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,25,3 DE FEBRERO,3 DE FEBRERO,92.0,1202-1300 / 1201-1299,1202-1300 / 1201-1299,1
el borde publicado hoy,R19,Federico Lacroze,2,contorno exterior,26,ARCOS,ARCOS,60.0,1102-1200 / 1101-1199,1102-1200 / 1101-1199,1
el borde publicado hoy,R21,La Paternal,1,contorno exterior,1,FRAGATA PRES. SARMIENTO,FRAGATA PRES SARMIENTO,56.0,1802-1900 / 1801-1899,1802-1900 / 1801-1899,1
el borde publicado hoy,R21,La Paternal,1,contorno exterior,2,"JUSTO, JUAN B. AV.",JUSTO JUAN B AV,52.0,4002-4100 / 4001-4099,4002-4100 / 4001-4099,1
el borde publicado hoy,R21,La Paternal,1,contorno exterior,3,SAN MARTIN AV.,SAN MARTIN AV,184.0,2222-2300 / 2207-2299,2302-2400 / 2301-2399,2
