id,titulo,organismo,licencia,actualizado,recursos,formatos,tiene_coordenada,tiene_direccion,georreferenciable,palabras_gastro,palabras_local,columnas_sensibles,puntaje,columnas,url_portal
adopciones,Adopciones,Secretaria de Gobierno y Vinculo Ciudadano,CC-BY-2.5-AR,2026-06-17,6,CSV XLSX,False,False,False,,,,0,fecha_inscripcion_adopcion | fecha_nacimiento | genero | subtipo_adopcion,https://data.buenosaires.gob.ar/dataset/adopciones
aislamiento-covid-19,Aislamiento COVID-19.,Secretaria de Atención Ciudadana y Gestión Comunal,CC-BY-2.5-AR,2025-07-29,2,CSV XLSX,False,False,False,,,,0,cantidad_egresos | cantidad_ingresos | fecha | genero | id_hotel | origen,https://data.buenosaires.gob.ar/dataset/aislamiento-covid-19
alto-riesgo-fiscal,Alto Riesgo Fiscal,Administración Gubernamental de Ingresos Públicos (AGIP),CC-BY-2.5-AR,2026-06-24,19,CSV,False,False,False,,,cuit,0,alicuota_percepcion | alicuota_retencion | cuit | fecha_publicacion | marca_alicuota | nro_grupo_percepcion | nro_grupo_retencion | raz_soc | tipo_contr_insc | varcharmarca_alta_sujeto | vigencia_desde | vigencia_hasta,https://data.buenosaires.gob.ar/dataset/alto-riesgo-fiscal
atencion-primaria-salud,Atención primaria de la salud AMBA,Ministerio de Salud,CC-BY-2.5-AR,2025-10-29,2,CSV,False,False,False,,,,0,cantidad | caps | estado | municipio,https://data.buenosaires.gob.ar/dataset/atencion-primaria-salud
autoridades-superiores-funcionarios,Autoridades Superiores y Funcionarios,Ministerio de Hacienda y Finanzas,CC-BY-2.5-AR,2026-07-22,18,CSV XLSX,False,False,False,,,cuil mail,0, | ayn | car_sit_rev | cod_rep | cuil | desc_rep | desc_sigla | descripcion_sigla | edad | escalafon | lit_puesto | mail_laboral | ministerio | ministerio_nombre | reporta | rol_desde | rol_hasta | sexo | sigla,https://data.buenosaires.gob.ar/dataset/autoridades-superiores-funcionarios
bafici-animado,BAFICI Animado,Ministerio de Cultura,CC-BY-2.5-AR,2026-04-21,2,ZIP,False,False,False,,,,0,created_ts | description_es | id_activity | id_activitygroup | name_en | name_es | published | subtitle_es | updated_ts,https://data.buenosaires.gob.ar/dataset/bafici-animado
bandas-por-barrios,Bandas por Barrios,Vicejefatura de Gobierno,CC-BY-2.5-AR,2026-06-12,2,CSV XLSX,False,False,False,,,,0,barrio | cantidad_de_integrantes | discos | estilo | fecha_inscripcion | genero | link_facebook | link_twitter | link_videoclip | nombre_banda | otras_redes | video_en_vivo,https://data.buenosaires.gob.ar/dataset/bandas-por-barrios
base-usuaria,Base usuaria Matrícula,Ministerio de Educación,Creative Commons Attribution,2026-06-23,1,CSV,False,False,False,,,,0,ano de estudio | cantidad ue | codigo criptografico | edad 0 | edad 1 | edad 10 | edad 11 | edad 12 | edad 13 | edad 14 | edad 15 | edad 16 | edad 17 | edad 18 | edad 18 y mas | edad 19 | edad 2 | edad 20 | edad 20 a 24 | edad 21 | edad 22 | edad 23 | edad 24 | edad 25 | edad 25 y mas | edad 26 | edad 27 | edad 28 | edad 29 | edad 3 | edad 4 | edad 5 | edad 6 | edad 6 y mas | edad 7 | edad 8 | edad 9 | menores de 12 meses | modalidad | nivel de ensenanza,https://data.buenosaires.gob.ar/dataset/base-usuaria
brecha-salarial,Brecha salarial,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-18,14,CSV XLSX,False,False,False,,,,0,anio | brecha_ing | calificacion_ocupacional | categoria_ocupacional | fuente_ingresos | grupo_edad | rama,https://data.buenosaires.gob.ar/dataset/brecha-salarial
buenos-aires-compras,Buenos Aires Compras,Ministerio de Hacienda y Finanzas,CC-BY-2.5-AR,2026-06-01,9,CSV JSON XLSX,False,False,False,,,,0,,https://data.buenosaires.gob.ar/dataset/buenos-aires-compras
cantidad-de-dispositivos-antipanico,Cantidad de dispositivos antipánico entregados y accionamientos por alertas SOS.,Ministerio de Justicia y Seguridad,Creative Commons Attribution,2025-07-28,2,CSV XLSX,False,False,False,,,,0,ano | cantidad de accionamientos sos | total botones de panico entregados,https://data.buenosaires.gob.ar/dataset/cantidad-de-dispositivos-antipanico
casos1-covid-19,Casos COVID-19,Ministerio de Salud,Creative Commons Attribution,2026-07-28,7,CSV,False,False,False,,,,0,barrio | clasificacion | comuna | edad | fallecido | fecha_alta | fecha_apertura_snvs | fecha_clasificacion | fecha_fallecimiento | fecha_toma_muestra | genero | numero_de_caso | provincia | tipo_contagio,https://data.buenosaires.gob.ar/dataset/casos1-covid-19
casos-sida,Casos de SIDA,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-18,6,CSV XLSX,False,False,False,,,,0,anio | casos_sida | grupo_edad | porc_mujeres_sida | sexo | tasa_mortalidad_sida,https://data.buenosaires.gob.ar/dataset/casos-sida
casos-penales-contravencionales,Casos penales contravencionales violencia de genero.,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-10,9,CSV TXT XLSX,False,False,False,,,,0,ano | casos contravencionales | casos penales | comuna | con ind de violencia de genero y/o violencia domestica | con ind. | cuatrimestre | lugar | sin ind de violencia de genero y/o violencia domestica | sin ind. | tipo | total | total (%) | total (abs),https://data.buenosaires.gob.ar/dataset/casos-penales-contravencionales
catalogo-centralizado-red-bibliotecas-publicas,Catálogo Centralizado de la red de bibliotecas públicas,Ministerio de Cultura,CC-BY-2.5-AR,2026-07-17,7,ZIP,False,False,False,,,,0,,https://data.buenosaires.gob.ar/dataset/catalogo-centralizado-red-bibliotecas-publicas
cementerios-publicos,Cementerios Públicos,Secretaria de Atención Ciudadana y Gestión Comunal,Creative Commons Attribution,2026-07-24,2,CSV XLSX,False,False,False,,,,0,fecha | id | ingresos_chacarita_covid | ingresos_chacarita_no_covid | ingresos_chacarita_no_covid	 | ingresos_chacarita_total | ingresos_flores_covid | ingresos_flores_no_covid | ingresos_flores_total | ingresos_recoleta_covid | ingresos_recoleta_no_covid | ingresos_recoleta_total,https://data.buenosaires.gob.ar/dataset/cementerios-publicos
centro-experimentacion-teatro-colon-archivo-gerardo-gandini,Centro de Experimentación del Teatro Colón: Archivo Gerardo Gandini,Ministerio de Cultura,CC-BY-2.5-AR,2026-07-17,16,CSV XLSX,False,False,False,,,,0,ano | biografia | comentarios | descripcion | encargo | estreno | fecha | fecha de creacion | gestion | grupo estable | id evento | id grupo | id locacion | id obra | id organizacion | id representacion | integrantes | nombre | nombres | observaciones | organizacion relacionada | organizacion superior | otros nombres | pais | papel | personas destacadas | produccion | rol | sala | sigla | subtitulo | temporada | tipo | tipo de entrada | titulo | valor maximo | valor minimo,https://data.buenosaires.gob.ar/dataset/centro-experimentacion-teatro-colon-archivo-gerardo-gandini
ciudad-emergente,Ciudad Emergente,Ministerio de Cultura,CC-BY-2.5-AR,2026-06-23,63,CSV XLSX ZIP,False,False,False,,,,0,biografia en espanol | biografia en ingles | codigo iso2 | codigo iso3 | codigo isonum | cuerpo en espanol | cuerpo en ingles | descripcion en espanol | descripcion en ingles | destacada en portada | es permanente | es persona | extracto en espanol | extracto en ingles | fecha | fecha de actualizacion | fecha de creacion | hora | id actividad | id artista | id artista 1 | id artista 2 | id artista 3 | id artista 4 | id artista 5 | id artista 6 | id artista 7 | id artista 8 | id audio | id espacio | id evento | id noticia | id pais | id youtube | imagen | nivel de directorio | nombre | nombre del archivo | nombre en espanol | nombre en ingles,https://data.buenosaires.gob.ar/dataset/ciudad-emergente
cobertura-vegetal,Cobertura Vegetal,Subsecretaría de Planeamiento,CC-BY-2.5-AR,2026-06-22,48,ZIP,False,False,False,,,,0,cpg | dbf | prj | sbn | sbx | shp | shp.xml | shx,https://data.buenosaires.gob.ar/dataset/cobertura-vegetal
colectivos-gtfs,Colectivos: GTFS,Secretaría de Transporte y Obras Públicas,CC-BY-2.5-AR,2026-07-01,1,ZIP,False,False,False,,,,0,,https://data.buenosaires.gob.ar/dataset/colectivos-gtfs
colectivos-gtfs-frequency,Colectivos: GTFS Frequency,Secretaría de Transporte y Obras Públicas,CC-BY-2.5-AR,2026-07-01,1,ZIP,False,False,False,,,,0,,https://data.buenosaires.gob.ar/dataset/colectivos-gtfs-frequency
observatorio-higiene-urbana-caba-composicion-residuos,Composición de residuos de construcción y demolición,Ministerio de Espacio Público e Higiene Urbana,Creative Commons Attribution,2026-06-22,3,CSV PDF XLSX,False,False,False,,,,0,barrio | fecha | id | peso_aridos | peso_madera | peso_metales | peso_neto | peso_organico | peso_otros | peso_poda | peso_rechazo | peso_reciclables | peso_vehiculo_lleno | peso_vehiculo_vacio | peso_vidrio_plano | peso_yeso | precio_raees | tipodeobra,https://data.buenosaires.gob.ar/dataset/observatorio-higiene-urbana-caba-composicion-residuos
composicion-residuos-contenedores-residuos-humedos,Composición de residuos depositados en contenedores para residuos húmedos,Ministerio de Espacio Público e Higiene Urbana,Creative Commons Attribution,2026-06-22,7,CSV PDF XLSX,False,False,False,,,,0,aluminio | ano | bandejas | bazar | celulosa | central | desechos_alimenticios | doypack | film_mezcla | formato | metales_ferrosos_y_no_ferrosos | muestra | multicapa | nse_ayma | nse_myb | otros_plasticos | otros_residuos | pead | pet | ps_alto_impacto | rafia | resto | ruta | sachet | telgopor | textiles | vajilla | vidrio,https://data.buenosaires.gob.ar/dataset/composicion-residuos-contenedores-residuos-humedos
residuos-centros-verdes,Composición de residuos que ingresan y se descartan en Centros Verdes,Ministerio de Espacio Público e Higiene Urbana,Creative Commons Attribution,2026-02-25,7,CSV PDF XLSX,False,False,False,,,,0,canal_recoleccion | categoria_material | centro_verde | eficiencia_percent | material | muestra | periodo | proporcion_percent,https://data.buenosaires.gob.ar/dataset/residuos-centros-verdes
compras-anticonceptivos,Compras de anticonceptivos GCBA.,Ministerio de Salud,Creative Commons Attribution,2025-04-03,2,CSV XLSX,False,False,False,,,,0,cantidad total | insumo,https://data.buenosaires.gob.ar/dataset/compras-anticonceptivos
contactos-boti-triage-covid-19,Contactos BOTI - Triage por COVID-19,Secretaria de Innovación y Transformación Digital,CC-BY-2.5-AR,2025-04-03,2,CSV XLSX,False,False,False,,,,0,fecha | hora | triage_cantidad,https://data.buenosaires.gob.ar/dataset/contactos-boti-triage-covid-19
conteo-vehicular,Conteo Vehicular,Secretaría de Transporte y Obras Públicas,CC-BY-2.5-AR,2026-06-18,2,CSV XLSX,False,False,False,,,,0,colectivos | cruce | fecha | hora_final | hora_inicio | liviano | pesado,https://data.buenosaires.gob.ar/dataset/conteo-vehicular
conteo-de-viajes-en-bicicleta-por-la-ciudad,Conteo de viajes en bicicleta por la Ciudad,Secretaría de Transporte y Obras Públicas,CC-BY-4.0,2024-11-04,2,CSV XLSX,False,False,False,,,,0,ano | viajes anuales | viajes diarios,https://data.buenosaires.gob.ar/dataset/conteo-de-viajes-en-bicicleta-por-la-ciudad
criterios-interpretacion-ley-104-organo-garante,Criterios de Interpretación de la Ley 104 del Órgano Garante,Secretaría Legal y Técnica,CC-BY-2.5-AR,2026-07-21,2,DOCX PDF,False,False,False,,,,0,,https://data.buenosaires.gob.ar/dataset/criterios-interpretacion-ley-104-organo-garante
cruceros,Cruceros,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-16,2,CSV XLSX,False,False,False,,,,0,cantidad_recaladas | temporada,https://data.buenosaires.gob.ar/dataset/cruceros
cuidado-no-remunerado,Cuidado no remunerado,Dirección General de Estadísticas y Censos,CC-BY-2.5-AR,2026-06-18,6,CSV XLSX,False,False,False,,,,0,anio | grupo_edad | nivel_instruccion | promedio_hs_diarias | quintil_ing_familiar | sexo,https://data.buenosaires.gob.ar/dataset/cuidado-no-remunerado
datos-publicos,Datos Públicos,Secretaría General y Relaciones Internacionales,CC-BY-2.5-AR,2026-07-03,4,CSV XLSX,False,False,False,,,,0,fecha de creacion | organizacion | responsable | titulo del dataset | url,https://data.buenosaires.gob.ar/dataset/datos-publicos
declaraciones-juradas,Declaraciones Juradas,Secretaría Legal y Técnica,CC-BY-2.5-AR,2026-07-03,24,CSV PDF XLSX,False,False,False,,,apellido cuil,0, | autoridad_superior | cant_hijos | cant_hijos	 | cargo | cuil | dj ratificada | fecha de presentacion | informacion | jurisdiccion | nombre y apellido | numero gedo | periodo | presentacion | sade_gedo_nro_ratificada | sadegedonumero | tipo ddjj | tipo_de_dato | total_acciones | total_b_inmuebles | total_b_muebles | total_bonos | total_depositos | total_dinero_efectivo | total_dinero_electronico | total_fondos | total_titulos | usuario_sade | valor,https://data.buenosaires.gob.ar/dataset/declaraciones-juradas
defunciones,Defunciones,Dirección General Registro del Estado Civil y Capacidad de las Personas,CC-BY-2.5-AR,2026-06-24,21,CSV PDF XLS XLSX,False,False,False,,,,0,causa | cuenta | descripcion_subtipo | edadbu | fecha_defuncion | genero | sexo,https://data.buenosaires.gob.ar/dataset/defunciones
denuncias-violencia-maltrato-personas-mayores,Denuncias de violencia y maltrato a personas mayores en la Ciudad,Ministerio de Desarrollo Humano y Hábitat,CC-BY-2.5-AR,2025-05-15,1,CSV,False,False,False,,,,0,barrio | canal de ingreso | comuna | edad | fecha de ingreso del caso | genero | modalidad violencia | riesgo del caso | tipos de maltrato,https://data.buenosaires.gob.ar/dataset/denuncias-violencia-maltrato-personas-mayores
descargas-aplicaciones,Descargas de Aplicaciones,Jefatura de Gabinete de Ministros,CC-BY-2.5-AR,2025-07-29,4,CSV XLSX,False,False,False,,,,0,aplicacion | descargas | dispositivo | fecha | periodo | sistema_operativo,https://data.buenosaires.gob.ar/dataset/descargas-aplicaciones
dic-datos,Diccionario de Datos y Metadatos,Secretaria de Innovación y Transformación Digital,Creative Commons Attribution,2026-07-28,2,CSV XLSX,False,False,False,,,,0,categoria | categoria_listas | ident_clasificacion | ident_descripcion | ident_etiqueta_dato | ident_fuente | ident_nombre_campo | ident_nombre_descriptivo | tipo_dato | tipo_descripcion | tipo_ejemplo | tipo_formato | tpo_observaciones,https://data.buenosaires.gob.ar/dataset/dic-datos
dictamenes-juridicos-procuracion-general,Dictámenes Jurídicos de la Procuración General.,Procuración General de la Ciudad,CC-BY-2.5-AR,2026-06-23,2,CSV XLSX,False,False,False,,,documento,0,ano del expediente | documento del dictamen | emisor | fecha del dictamen | id dictamen | id emisor | id tema | id voces | link del documento | numero de dictamen | numero de expediente | publicado | sumario | tema | voces,https://data.buenosaires.gob.ar/dataset/dictamenes-juridicos-procuracion-general
disposicion-urbana,Disposición Urbana,Instituto de Vivienda de la Ciudad (IVC),CC-BY-2.5-AR,2026-06-30,14,CSV XLSX,False,False,False,,,,0,,https://data.buenosaires.gob.ar/dataset/disposicion-urbana
distribucion-insumos-salud-sexual-y-reproductiva,Distribución insumos salud sexual y reproductiva.,Ministerio de Salud,CC-BY-2.5-AR,2025-09-29,2,CSV XLSX,False,False,False,,,,0,anio | cantidad | insumos,https://data.buenosaires.gob.ar/dataset/distribucion-insumos-salud-sexual-y-reproductiva
divorcios,Divorcios,Secretaria de Gobierno y Vinculo Ciudadano,CC-BY-2.5-AR,2026-06-18,16,CSV XLSX,False,False,False,,,,0,fecha_creacion_divorcio | fecha_creacion_nr_divorcio | fecha_divorcio	 | fecha_matrimonio | genero_1 | genero_2 | sexo_1 | sexo_1	 | sexo_2,https://data.buenosaires.gob.ar/dataset/divorcios
ejecucion-fiscal-morosos-embargos-trabados,Ejecución fiscal morosos y embargos trabados,Administración Gubernamental de Ingresos Públicos (AGIP),CC-BY-2.5-AR,2025-09-05,4,CSV XLSX,False,False,False,,,,0,demandado | expte | fecha_inicio | fechaini | juz | mand | monto | montoinicio | nro_orden | num_contribuyente | num_orden | sec,https://data.buenosaires.gob.ar/dataset/ejecucion-fiscal-morosos-embargos-trabados
elecciones-2017,Elecciones 2017,Subsecretaría de Justicia,CC-BY-2.5-AR,2025-09-24,8,CSV XLSX,False,False,False,,,cuit,0,cargo_codigo | cargo_descripcion | circuito_codigo | comuna | mesa_numero | mesa_sexo | numero_cargo | partido_codigo | partido_descripcion | partido_nombre | seccion_codigo | total_votos | votos_cantidad,https://data.buenosaires.gob.ar/dataset/elecciones-2017
elecciones-2019,Elecciones 2019,Subsecretaría de Justicia,CC-BY-2.5-AR,2026-06-23,4,CSV PDF,False,False,False,,,,0,comuna | partido_nombre | votos_cantidad,https://data.buenosaires.gob.ar/dataset/elecciones-2019
empleados-publicos-por-genero,Empleados públicos por género.,Ministerio de Hacienda y Finanzas,CC-BY-2.5-AR,2026-07-22,2,CSV XLSX,False,False,False,,,,0,fecha_actualizacion | grupo | identidad_no_binaria | jerarquia | mujeres | varones,https://data.buenosaires.gob.ar/dataset/empleados-publicos-por-genero
emprendedores,Emprendedores,Ministerio de Educación,CC-BY-2.5-AR,2026-06-18,4,CSV XLSX,False,False,False,,,,0,cantidad_miembros_equipo | cantidad_mujeres_equipo | descripcion | nombre_emprendimiento | subcategoria | web,https://data.buenosaires.gob.ar/dataset/emprendedores
